date,PB01,PB02,PB03,PB04,PB05,PB06,PB07,PB08,BB01,BB02,BB03,BB04,BB05,BB06,BB07,VB01,VB02,VB03,VB04,VB05
2019-09-05,0,1,0,0,0,0,-0.03972,-0.02032,0,0,0,1,1,-0.76152,0.00711,1,1,0,0,0.05277
2019-09-06,0,1,0,0,0,0,-0.03471,-0.02041,0,0,0,0,1,-0.56726,0.00669,0,1,0,0,-0.33687
2019-09-09,0,1,0,0,0,0,-0.03677,-0.02076,0,0,0,0,1,-0.65578,0.00652,1,1,0,1,0.13925
2019-09-10,0,0,0,0,0,0,-0.0398,-0.02129,0,0,0,0,1,-0.83188,0.00677,0,0,0,1,-0.21468
2019-09-11,0,0,0,0,0,0,-0.03316,-0.02116,0,0,0,0,1,-0.56577,0.00681,1,0,0,1,0.2562
2019-09-12,0,0,0,0,0,0,-0.03395,-0.02123,0,0,0,0,1,-0.71414,0.00702,0,0,0,0,-0.50359
2019-09-13,0,0,0,0,1,0,-0.02772,-0.02077,0,0,0,0,1,-0.33463,0.0071,1,0,0,1,0.06406
2019-09-16,0,0,1,0,1,0,-0.02075,-0.01991,0,0,0,0,1,0.16065,0.00709,0,1,0,1,-0.00512
2019-09-17,0,0,1,0,1,0,-0.01941,-0.01916,0,0,0,0,1,0.23517,0.00682,0,1,0,1,-0.05134
2019-09-18,0,0,1,0,1,1,-0.00477,-0.01736,1,0,0,0,1,1.15523,0.00758,1,1,0,1,0.23659
2019-09-19,0,0,1,0,1,0,-0.0097,-0.01636,0,0,0,0,1,0.74112,0.0078,0,1,0,0,-0.1738
2019-09-20,0,0,1,0,1,0,-0.01827,-0.01603,0,0,0,0,1,0.13547,0.00829,1,1,0,1,0.24053
2019-09-23,0,0,0,0,0,0,-0.0217,-0.01586,0,0,0,0,1,-0.13231,0.00867,0,0,0,1,-0.05968
2019-09-24,0,0,1,0,1,0,-0.01429,-0.0151,0,0,0,0,1,0.34468,0.00879,1,0,0,1,0.13144
2019-09-25,0,0,0,0,0,0,-0.0246,-0.01529,0,0,0,0,1,-0.39641,0.00887,1,0,0,1,0.15221
2019-09-26,0,0,0,0,0,0,-0.0333,-0.01598,0,0,0,0,1,-0.91825,0.00942,1,0,0,0,0.32816
2019-09-27,0,0,0,0,0,0,-0.03315,-0.01648,0,0,0,0,1,-0.8561,0.00971,1,0,0,1,0.00734
2019-09-30,0,0,0,0,0,0,-0.03369,-0.01697,0,0,0,0,1,-0.83856,0.00927,0,0,0,1,-0.19871
2019-10-01,0,0,0,0,0,0,-0.03946,-0.01787,0,1,0,0,1,-1.0162,0.0093,1,0,0,1,0.17584
2019-10-02,0,0,0,0,0,0,-0.04253,-0.01884,0,1,0,0,0,-1.02959,0.00952,1,0,0,1,0.08569
2019-10-03,0,0,0,0,0,0,-0.04909,-0.0202,0,1,0,0,0,-1.11724,0.00971,0,0,0,1,-0.13718
2019-10-04,0,0,0,0,0,0,-0.05054,-0.02145,0,1,0,1,0,-1.02513,0.00974,0,0,0,0,-0.05534
2019-10-07,0,0,0,0,0,0,-0.03822,-0.0215,0,0,0,0,0,-0.62603,0.01051,0,0,0,0,-0.05689
2019-10-08,0,0,0,0,0,0,-0.03808,-0.02179,0,0,0,1,0,-0.60757,0.00971,1,0,0,0,0.12632
2019-10-09,0,0,0,0,1,0,-0.02955,-0.02134,0,0,0,1,0,-0.3689,0.00996,1,0,0,0,0.07379
2019-10-10,0,0,0,0,1,0,-0.02821,-0.021,0,0,0,0,0,-0.33524,0.00912,0,1,0,1,-0.06279
2019-10-11,0,0,0,0,1,0,-0.03044,-0.0209,0,0,0,0,0,-0.39025,0.00905,0,1,0,1,-0.00059
2019-10-14,0,0,0,0,1,0,-0.02576,-0.02038,0,0,0,1,0,-0.2575,0.00896,0,1,0,1,-0.07347
2019-10-15,0,0,0,0,1,0,-0.02827,-0.0202,0,0,0,0,0,-0.31931,0.00811,0,1,0,1,-0.01652
2019-10-16,0,0,0,0,0,0,-0.02772,-0.01995,0,0,0,0,0,-0.30148,0.0077,0,0,0,1,-0.04682
2019-10-17,0,0,0,0,0,0,-0.0309,-0.01999,0,0,0,0,0,-0.41454,0.0077,1,0,0,1,0.03631
2019-10-18,0,0,0,0,0,0,-0.03121,-0.01999,0,0,0,0,0,-0.43604,0.00772,0,0,0,1,-0.10371
2019-10-21,0,0,0,0,0,0,-0.03073,-0.01995,0,0,0,0,1,-0.43046,0.00732,0,0,0,1,-0.24435
2019-10-22,0,0,0,0,0,0,-0.02725,-0.01964,0,0,0,0,1,-0.31729,0.00722,0,0,0,1,-0.15295
2019-10-23,0,0,0,0,0,0,-0.03257,-0.01985,0,0,0,0,1,-0.69641,0.00748,1,0,0,1,0.08101
2019-10-24,0,0,0,0,0,0,-0.05748,-0.02204,0,1,0,0,1,-1.6452,0.00949,1,0,0,1,0.13443
2019-10-25,0,0,0,0,0,0,-0.05721,-0.02352,0,1,0,1,0,-1.33797,0.00897,1,0,0,0,1.4514
2019-10-28,0,0,0,0,0,0,-0.05934,-0.02506,0,1,0,1,0,-1.21017,0.00925,0,0,0,1,-0.21065
2019-10-29,0,0,0,0,0,0,-0.05141,-0.02569,0,0,0,1,0,-0.87337,0.00925,1,0,0,0,0.08265
2019-10-30,0,0,0,0,0,0,-0.04673,-0.02603,0,0,0,1,0,-0.69685,0.01038,1,0,0,1,0.17739
2019-10-31,0,0,0,0,1,0,-0.04056,-0.0259,0,0,0,1,0,-0.51435,0.01042,0,0,0,1,-0.23859
2019-11-01,0,0,0,0,0,0,-0.05355,-0.02711,0,0,0,1,0,-0.82693,0.01185,1,0,0,0,1.933
2019-11-04,0,0,0,0,1,0,-0.04459,-0.02706,0,0,0,1,0,-0.57368,0.01196,0,1,0,0,-0.21391
2019-11-05,0,0,1,0,1,0,-0.01238,-0.02443,0,0,0,0,0,0.24404,0.01364,1,1,1,0,4.50013
2019-11-06,0,0,1,0,1,0,-0.02111,-0.02358,0,0,0,0,0,0.02582,0.01396,0,1,0,0,-0.31068
2019-11-07,0,0,1,0,1,1,0.0013,-0.02078,0,0,0,0,0,0.61959,0.01505,0,1,0,0,-0.17892
2019-11-08,0,0,1,0,1,1,0.00439,-0.01848,0,0,0,0,0,0.67828,0.01532,0,1,0,0,-0.36947
2019-11-11,0,0,1,0,1,1,0.00469,-0.01644,0,0,0,0,0,0.67449,0.0151,0,1,0,0,-0.47399
2019-11-12,0,0,1,0,1,1,0.01088,-0.01415,0,0,0,0,0,0.78511,0.01515,0,1,0,0,-0.39773
2019-11-13,0,0,1,0,1,1,0.02317,-0.01132,0,0,1,0,0,0.97111,0.01418,0,1,0,0,-0.00435
2019-11-14,0,0,1,0,0,0,-0.00538,-0.01085,0,0,0,0,0,0.33179,0.01631,0,1,0,0,-0.06749
2019-11-15,0,0,1,0,0,0,0.00262,-0.00959,0,0,0,0,0,0.48263,0.01628,0,1,0,0,-0.55778
2019-11-18,0,0,1,0,1,0,0.01494,-0.0077,0,0,0,0,0,0.69182,0.01623,1,1,1,0,1.57917
2019-11-19,0,0,1,0,1,0,0.01524,-0.00609,0,0,0,0,0,0.65326,0.01544,0,1,0,0,-0.57483
2019-11-20,0,0,1,0,0,0,0.00694,-0.00515,0,0,0,0,0,0.46232,0.01589,0,1,0,0,-0.28033
2019-11-21,0,0,1,0,1,0,0.01199,-0.00394,0,0,1,0,0,0.51341,0.01461,0,1,0,1,-0.49252
2019-11-22,0,0,1,0,1,0,0.01453,-0.00272,0,0,1,0,0,0.52055,0.01475,0,1,0,0,-0.50838
2019-11-25,0,0,1,0,0,0,0.00989,-0.0019,0,0,0,0,0,0.39933,0.01324,1,0,0,0,0.24519
2019-11-26,0,0,1,0,0,0,0.00843,-0.00124,0,0,0,0,0,0.33806,0.0134,0,0,0,0,-0.31197
2019-11-27,0,0,1,0,1,0,0.01566,-0.00021,0,0,0,0,0,0.46648,0.01302,0,0,0,0,-0.39507
2019-11-28,1,0,1,0,1,0,0.01049,0.00041,0,0,0,0,0,0.32108,0.01281,0,0,0,0,-0.44599
2019-11-29,1,0,1,0,0,0,0.00935,0.00092,0,0,0,0,1,0.27966,0.01281,0,0,0,0,-0.48361
2019-12-02,1,0,0,0,0,0,-0.00848,0.00034,0,0,0,0,1,-0.47603,0.01401,0,0,0,1,-0.05237
2019-12-03,0,0,0,0,0,0,-0.00729,-0.00012,0,0,0,0,1,-0.4893,0.01351,0,0,0,0,-0.30823
2019-12-04,1,0,0,0,0,0,0.00426,0.00014,0,0,0,0,1,-0.03238,0.01249,0,0,0,0,-0.08805
2019-12-05,1,0,0,0,0,0,-0.00211,1e-05,0,0,0,0,1,-0.43566,0.01261,0,0,0,0,-0.12571
2019-12-06,0,0,0,0,0,0,-0.00867,-0.0005,0,0,0,0,1,-0.78839,0.01232,0,0,0,0,-0.28773
2019-12-09,0,0,0,0,1,0,-0.00345,-0.00066,0,0,0,0,1,-0.47882,0.01276,0,1,0,0,-0.20924
2019-12-10,0,0,0,0,1,0,-0.00134,-0.00067,0,0,0,0,1,-0.33604,0.01216,0,1,0,0,-0.25916
2019-12-11,1,0,1,1,1,0,0.01432,0.00023,0,0,0,0,1,0.6148,0.0126,0,1,0,0,-0.09102
2019-12-12,0,0,0,0,0,0,-0.00752,-0.00023,0,0,0,0,1,-0.69979,0.01408,1,1,0,0,0.15114
2019-12-13,1,0,1,0,1,0,0.0058,0.00013,0,0,0,0,1,0.08714,0.01428,1,1,1,0,2.03926
2019-12-16,1,0,1,1,1,1,0.02919,0.00177,1,0,0,0,1,1.24871,0.01602,0,1,0,0,-0.07046
2019-12-17,1,0,0,0,0,0,-0.00583,0.00131,0,0,0,0,1,-0.45954,0.01791,1,1,0,0,0.3554
2019-12-18,1,0,0,0,0,0,-0.00305,0.00101,0,0,0,0,1,-0.30979,0.01813,0,1,0,0,-0.25564
2019-12-19,1,0,1,1,1,0,0.01864,0.00196,0,0,0,0,1,0.72043,0.01951,0,1,0,0,-0.03808
2019-12-20,1,0,1,1,1,0,0.0205,0.00294,0,0,0,0,1,0.77842,0.01824,0,1,0,0,-0.50672
2019-12-23,1,0,0,0,0,0,-0.00414,0.00248,0,0,0,0,1,-0.28331,0.01982,1,0,0,0,0.18516
2019-12-24,1,0,0,0,1,0,0.00114,0.0023,0,0,0,0,1,-0.04262,0.0188,0,1,0,0,-0.13218
2019-12-25,1,0,0,0,0,0,-0.01065,0.00148,0,0,0,0,1,-0.52001,0.01954,1,0,0,0,0.2193
2019-12-26,1,0,0,0,0,0,-0.01329,0.00056,0,0,0,0,1,-0.59119,0.01956,0,0,0,0,-0.36992
2019-12-27,0,0,0,0,0,0,-0.04996,-0.00254,0,1,0,0,0,-1.49879,0.02265,1,0,0,1,0.26396
2019-12-30,0,0,0,0,0,0,-0.04543,-0.00507,0,1,0,0,0,-1.14716,0.02305,0,0,0,1,-0.19393
2019-12-31,0,0,0,0,0,0,-0.05471,-0.00801,0,1,0,0,0,-1.15293,0.02359,0,0,0,1,-0.14719
2020-01-01,0,0,0,0,0,0,-0.05068,-0.01035,0,0,0,0,0,-0.93986,0.02233,0,0,0,1,-0.36918
2020-01-02,0,0,0,0,0,0,-0.04063,-0.01175,0,0,0,0,0,-0.69322,0.02178,0,1,0,1,-0.18886
2020-01-03,0,0,0,0,1,0,-0.02031,-0.01163,0,0,0,0,0,-0.31648,0.02001,1,1,0,1,0.00457
2020-01-06,0,0,0,0,1,0,-0.02374,-0.01198,0,0,0,0,0,-0.36339,0.01794,0,1,0,1,-0.49828
2020-01-07,0,0,0,0,1,0,-0.03486,-0.01309,0,0,0,0,0,-0.53031,0.01883,0,1,0,0,-0.02196
2020-01-08,0,0,0,0,1,0,-0.02367,-0.01313,0,0,0,0,0,-0.31648,0.01759,0,1,0,0,-0.1683
2020-01-09,0,0,0,0,1,0,-0.0252,-0.01342,0,0,0,0,0,-0.33082,0.01747,1,0,0,0,0.20047
2020-01-10,0,0,0,0,1,0,-0.01087,-0.01261,0,0,0,0,0,-0.06382,0.01659,1,0,0,1,0.12559
2020-01-13,0,0,1,0,1,0,0.00139,-0.01119,0,0,0,0,0,0.21434,0.01726,1,1,0,1,0.08161
2020-01-14,0,0,1,0,1,0,0.00039,-0.01011,0,0,0,0,0,0.20587,0.01628,0,1,0,0,-0.26295
2020-01-15,0,0,1,1,1,0,0.03272,-0.007,0,0,0,0,0,0.80691,0.01771,1,1,1,0,3.10206
2020-01-16,0,0,1,1,1,0,0.03035,-0.00463,0,0,1,0,0,0.79231,0.01535,0,1,0,0,-0.3992
2020-01-17,0,0,1,1,1,1,0.04588,-0.00156,1,0,1,0,0,1.05805,0.01597,0,1,0,1,-0.38539
2020-01-20,1,0,1,1,1,1,0.04602,0.00116,0,0,1,0,0,0.96014,0.01518,0,1,0,0,-0.20247
2020-01-21,1,0,1,1,1,0,0.03985,0.00329,0,0,1,0,0,0.81052,0.01486,1,1,0,0,0.66878
2020-01-22,1,0,1,1,0,0,0.02403,0.00439,0,0,1,0,0,0.54327,0.01532,0,0,0,0,-0.15608
2020-01-23,1,0,1,1,0,0,0.00141,0.00414,0,0,0,0,0,0.19829,0.01621,1,0,0,0,0.07737
2020-01-24,1,0,1,0,0,0,-0.00774,0.00333,0,0,0,0,0,0.02977,0.01657,0,0,0,0,-0.44424
2020-01-27,1,0,1,0,0,0,-0.00671,0.00261,0,0,0,0,0,0.01429,0.01562,0,0,0,0,-0.3067
2020-01-28,1,0,0,0,0,0,-0.03646,0.00024,0,0,0,0,0,-0.50824,0.0174,1,0,0,0,0.14384
2020-01-29,0,0,0,0,0,0,-0.02924,-0.00155,0,0,0,0,0,-0.4437,0.01725,0,0,0,0,-0.5465
2020-01-30,0,0,0,0,0,0,-0.03466,-0.0035,0,0,0,0,0,-0.56886,0.01685,0,0,0,1,-0.39045
2020-01-31,0,0,0,0,0,0,-0.01327,-0.00389,0,0,0,0,0,-0.21748,0.01712,1,1,0,1,0.93235
2020-02-03,0,0,0,0,0,0,-0.00815,-0.00398,0,0,0,0,0,-0.15024,0.01721,0,1,0,1,-0.47996
2020-02-04,0,0,1,1,1,0,0.0127,-0.00279,0,0,0,0,0,0.18883,0.01629,1,1,0,1,0.02379
2020-02-05,0,0,1,1,1,0,0.01053,-0.00192,0,0,0,0,0,0.12681,0.01619,0,1,0,1,-0.51665
2020-02-06,0,0,0,0,1,0,-0.00322,-0.00195,0,0,0,0,1,-0.16569,0.01625,1,1,0,1,0.07561
2020-02-07,0,0,0,0,1,0,-0.00302,-0.00194,0,0,0,0,1,-0.17855,0.01584,0,1,0,1,-0.58343
2020-02-10,1,0,1,1,1,0,0.03492,0.00028,0,0,0,0,0,0.55021,0.01783,1,1,0,1,0.27647
2020-02-11,1,0,1,1,1,1,0.04967,0.00301,0,0,0,0,0,0.76989,0.01766,0,1,0,0,-0.21227
2020-02-12,1,0,1,1,1,0,0.04291,0.00513,0,0,0,0,0,0.64128,0.01585,1,0,0,0,0.82311
2020-02-13,1,0,1,1,1,0,0.01324,0.00554,0,0,0,0,0,0.13902,0.01787,0,0,0,1,-0.00138
2020-02-14,1,0,1,1,1,0,0.00613,0.0054,0,0,0,0,0,0.04948,0.01871,0,0,0,1,-0.17317
2020-02-17,1,0,0,0,0,0,-0.00572,0.00461,0,0,0,0,1,-0.13743,0.01818,0,0,0,1,-0.18189
2020-02-18,1,0,0,0,0,0,-0.00971,0.00362,0,0,0,0,1,-0.18678,0.01847,0,0,0,0,-0.27602
2020-02-19,1,0,0,0,0,0,-0.01977,0.00213,0,0,0,0,1,-0.37102,0.01855,0,0,0,1,-0.37711
2020-02-20,1,0,0,0,0,0,-0.02045,0.00072,0,0,0,0,1,-0.37283,0.01687,0,0,0,1,-0.35763
2020-02-21,0,0,0,0,0,0,-0.03193,-0.00127,0,0,0,0,1,-0.58611,0.01839,0,0,0,1,-0.22193
2020-02-24,0,0,0,0,0,0,-0.00548,-0.00144,0,0,0,0,1,-0.06397,0.01787,1,0,0,1,0.35972
2020-02-25,0,0,1,1,1,0,0.01238,-0.00056,0,0,0,0,1,0.26393,0.01886,1,1,0,1,0.2353
2020-02-26,1,0,1,1,1,0,0.01156,0.00016,0,0,0,0,1,0.22147,0.01836,0,1,0,1,-0.20577
2020-02-27,1,0,1,1,1,0,0.01785,0.00116,0,0,0,0,1,0.33634,0.01903,1,1,1,1,1.22144
2020-02-28,1,0,1,1,1,0,0.03918,0.00323,0,0,0,0,1,0.76936,0.01765,0,1,0,0,-0.24313
2020-03-02,1,0,1,1,1,0,0.03015,0.00465,0,0,0,0,1,0.53813,0.01737,0,1,0,1,-0.1875
2020-03-03,1,0,1,1,1,0,0.04401,0.0066,0,0,0,0,1,0.78187,0.01778,0,1,0,0,-0.00842
2020-03-04,1,0,1,1,1,0,0.04167,0.00831,0,0,0,0,1,0.68907,0.01613,0,1,0,1,-0.37312
2020-03-05,1,0,1,1,1,1,0.06148,0.01073,0,0,0,0,0,0.95477,0.01647,1,1,0,0,0.01129
2020-03-06,1,0,1,1,1,1,0.06317,0.01314,0,0,1,0,0,0.88967,0.01537,0,1,0,0,-0.47491
2020-03-09,1,0,1,1,1,0,0.03309,0.01408,0,0,0,0,0,0.40063,0.01742,1,1,0,0,0.27378
2020-03-10,1,0,1,1,0,0,0.02947,0.01444,0,0,0,0,0,0.36889,0.01753,0,0,0,1,-0.20111
2020-03-11,1,0,1,1,0,0,0.01809,0.01424,0,0,0,0,0,0.20585,0.01828,0,0,0,0,-0.23468
2020-03-12,1,0,1,1,0,0,0.02102,0.01403,0,0,1,0,0,0.24964,0.0171,0,0,0,0,-0.26289
2020-03-13,1,0,1,1,0,0,0.03217,0.01436,0,0,0,0,0,0.41618,0.01607,1,1,1,1,1.64452
2020-03-16,1,0,1,1,1,0,0.03813,0.01504,0,0,0,0,0,0.48798,0.0149,0,1,0,0,-0.29951
2020-03-17,1,0,1,1,1,0,0.0369,0.01568,0,0,0,0,0,0.44663,0.01428,0,1,0,0,-0.32264
2020-03-18,1,1,1,1,1,0,0.01272,0.01525,0,0,0,0,0,0.01579,0.0158,0,1,0,1,-0.04506
2020-03-19,1,1,0,1,0,0,0.00363,0.01413,0,0,0,0,1,-0.20196,0.01488,0,1,0,1,-0.28739
2020-03-20,1,1,0,1,0,0,0.00981,0.01327,0,0,0,0,1,-0.17107,0.01509,0,1,0,1,-0.22197
2020-03-23,1,1,1,1,0,0,0.02182,0.0131,0,0,0,0,1,0.10392,0.01518,1,1,0,0,0.04789
2020-03-24,1,1,0,1,0,0,0.00828,0.01248,0,0,0,0,1,-0.33596,0.01613,0,0,0,1,-0.02377
2020-03-25,1,1,0,1,1,0,0.0149,0.01207,0,0,0,0,1,-0.16709,0.01572,0,1,0,1,-0.17674
2020-03-26,1,1,1,1,1,0,0.02801,0.01236,0,0,0,0,1,0.30145,0.01687,1,1,0,1,0.34241
2020-03-27,1,1,0,1,1,0,0.00668,0.0118,0,0,0,0,1,-0.47952,0.01686,1,1,0,1,0.16239
2020-03-30,1,1,0,1,0,0,-0.00232,0.01064,0,0,0,0,1,-0.7628,0.01711,1,0,0,1,0.01202
2020-03-31,1,1,0,1,0,0,-0.00375,0.00942,0,0,0,0,1,-0.72575,0.01659,0,0,0,1,-0.30908
2020-04-01,1,1,0,1,0,0,0.00285,0.00863,0,0,0,0,1,-0.45584,0.01674,0,0,0,1,-0.13317
2020-04-02,1,1,0,1,0,0,-0.01038,0.00731,0,0,0,0,1,-0.83695,0.01722,0,0,0,1,-0.21339
2020-04-03,1,1,0,1,0,0,-0.0001,0.00654,0,0,0,0,1,-0.47896,0.01738,0,0,0,1,-0.03864
2020-04-06,1,1,0,1,1,0,0.00406,0.00613,0,0,0,0,1,-0.27101,0.01754,0,1,0,0,-0.38691
2020-04-07,1,1,0,1,1,0,0.00827,0.006,0,0,0,0,1,-0.06389,0.01577,0,1,0,1,-0.31196
2020-04-08,1,1,1,1,1,0,0.01217,0.0061,0,0,0,0,1,0.10979,0.01547,0,1,0,0,-0.36236
2020-04-09,1,1,1,1,1,0,0.01989,0.00661,0,0,0,0,1,0.43617,0.01499,0,1,0,0,-0.25972
2020-04-10,1,1,1,1,1,0,0.01804,0.00702,0,0,0,0,1,0.40842,0.01399,0,1,0,1,-0.162
2020-04-13,1,1,1,1,1,0,0.01921,0.00744,0,0,0,0,1,0.54614,0.01294,0,1,0,1,-0.4032
2020-04-14,1,1,1,1,1,0,0.01918,0.00782,0,0,0,0,1,0.64992,0.01179,0,1,0,1,-0.17746
2020-04-15,1,1,1,1,1,0,0.02013,0.00822,0,0,0,0,1,0.6633,0.01033,0,1,0,0,-0.11019
2020-04-16,1,1,1,1,1,0,0.01842,0.0085,0,0,0,0,1,0.55928,0.00878,0,1,0,0,-0.17757
2020-04-17,1,1,1,1,1,0,0.01604,0.00862,0,0,0,0,1,0.43991,0.00823,0,1,0,1,-0.37516
2020-04-20,1,1,1,1,1,1,0.02138,0.00897,0,0,1,0,1,0.66942,0.0085,1,1,0,0,0.02752
2020-04-21,1,1,1,1,1,1,0.02797,0.00964,0,0,1,0,1,0.8628,0.00836,0,1,0,0,-0.0343
2020-04-22,1,1,1,1,0,0,0.01455,0.00967,0,0,1,0,1,0.33655,0.00826,1,0,0,0,0.24678
2020-04-23,1,1,1,1,0,0,0.01338,0.00953,0,0,1,0,1,0.32854,0.00756,0,0,0,0,-0.24036
2020-04-24,1,1,1,1,0,0,0.01156,0.0093,0,0,0,0,1,0.2477,0.0073,0,0,0,0,-0.16589
2020-04-27,1,1,1,1,0,0,0.00779,0.00889,0,0,0,0,1,0.07529,0.00712,1,0,0,0,0.10273
2020-04-28,1,1,1,1,0,0,0.0109,0.00864,0,0,0,0,1,0.18569,0.00677,0,0,0,0,-0.0529
2020-04-29,1,1,0,1,0,0,0.00691,0.00825,0,0,0,0,1,-0.0155,0.00656,0,0,0,0,-0.18159
2020-04-30,1,1,1,1,1,0,0.01228,0.00813,0,0,0,0,1,0.23527,0.00668,1,0,0,0,0.22569
2020-05-01,1,1,0,1,0,0,0.00772,0.00783,0,0,0,0,1,-0.1024,0.00669,1,0,0,0,0.16592
2020-05-04,1,1,0,1,0,0,3e-05,0.00714,0,0,0,0,1,-0.80423,0.00719,0,0,0,0,-0.05924
2020-05-05,1,1,0,1,0,0,0.00459,0.0067,0,0,0,0,1,-0.48791,0.00734,1,0,0,0,0.06965
2020-05-06,1,1,0,1,1,0,0.00769,0.00648,0,0,0,0,1,-0.20954,0.00728,0,1,0,1,-0.06069
2020-05-07,1,1,0,1,0,0,0.00512,0.00618,0,0,0,0,1,-0.42508,0.00733,0,0,0,0,-0.01286
2020-05-08,1,1,0,1,0,0,0.00453,0.00585,0,0,0,0,1,-0.4406,0.00684,0,0,0,1,-0.14647
2020-05-11,1,1,0,1,1,0,0.00846,0.00576,0,0,0,0,1,-0.01012,0.00663,0,1,0,1,-0.09326
2020-05-12,1,1,1,1,1,0,0.01546,0.00606,0,0,0,0,1,0.68547,0.00627,1,1,0,1,0.56351
2020-05-13,1,1,1,1,1,0,0.01144,0.00616,0,0,0,0,1,0.34468,0.00627,0,0,0,1,-0.14839
2020-05-14,1,1,1,1,1,0,0.00884,0.0061,0,0,0,0,1,0.13616,0.0061,0,0,0,1,-0.09911
2020-05-15,1,1,1,1,1,0,0.01494,0.00634,0,0,0,0,1,0.69514,0.00623,1,1,0,1,0.35396
2020-05-18,1,1,1,1,1,0,0.01251,0.00647,0,0,0,0,1,0.52662,0.00611,0,1,0,1,-0.12216
2020-05-19,1,1,1,1,0,0,0.01063,0.00647,0,0,0,0,1,0.52489,0.0059,1,0,0,1,0.02424
2020-05-20,1,1,1,1,1,0,0.00976,0.00642,0,0,0,0,1,0.45044,0.00568,0,0,0,1,-0.16052
2020-05-21,1,1,0,1,0,0,0.00036,0.00589,0,0,0,0,1,-0.49274,0.0062,1,0,0,1,0.04441
2020-05-22,1,1,0,1,0,0,0.0001,0.00533,0,0,0,0,1,-0.48087,0.00558,0,0,0,1,-0.14821
2020-05-25,1,1,0,1,0,0,0.0003,0.00484,0,0,0,0,1,-0.44858,0.0051,0,0,0,1,-0.01999
2020-05-26,1,1,0,1,0,0,-0.00054,0.00435,0,0,0,0,1,-0.49259,0.005,1,0,0,1,0.10269
2020-05-27,1,1,0,1,0,0,0.00312,0.00411,0,0,0,0,1,-0.13821,0.00525,1,0,0,1,0.23875
2020-05-28,1,1,1,1,1,0,0.00834,0.00418,0,0,0,0,1,0.38918,0.0056,0,1,0,1,-0.06958
2020-05-29,1,1,1,1,1,1,0.01867,0.00481,1,0,0,0,1,1.15677,0.00604,1,1,0,1,0.36956
2020-06-01,1,1,1,1,1,1,0.01945,0.00545,1,0,0,0,1,1.09631,0.00544,1,1,0,1,0.09424
2020-06-02,1,1,1,1,1,1,0.02188,0.00617,1,0,0,0,1,1.10455,0.00556,1,1,0,1,0.13745
2020-06-03,1,1,1,1,1,1,0.02819,0.00714,1,0,1,0,1,1.2366,0.00595,1,1,0,1,0.06642
2020-06-04,1,1,1,1,1,0,0.02267,0.00778,0,0,0,0,1,0.85778,0.00608,0,1,0,1,-0.12499
2020-06-05,1,1,1,1,1,0,0.02035,0.00821,0,0,0,0,1,0.69864,0.00619,0,1,0,1,-0.26863
2020-06-08,1,1,1,1,1,0,0.02009,0.00857,0,0,0,0,1,0.64997,0.00615,0,1,0,1,-0.09561
2020-06-09,1,1,1,1,1,0,0.01911,0.00885,0,0,0,0,0,0.58433,0.00604,0,0,0,1,-0.02411
2020-06-10,1,1,1,1,0,0,0.02055,0.00917,0,0,1,0,0,0.62011,0.00559,0,0,0,0,-0.16466
2020-06-11,1,1,1,1,0,0,0.01392,0.00914,0,0,1,0,0,0.31608,0.00612,0,0,0,0,-0.00828
2020-06-12,1,1,1,1,1,0,0.01945,0.00933,0,0,1,0,0,0.54609,0.00664,0,1,0,0,-0.21031
2020-06-15,1,1,1,1,1,1,0.02553,0.00984,0,0,1,0,0,0.7539,0.00698,1,1,0,1,0.14191
2020-06-16,1,1,1,1,1,0,0.01889,0.01003,0,0,1,0,0,0.4675,0.0069,0,1,0,0,-0.04592
2020-06-17,1,1,1,1,1,0,0.02084,0.01024,0,0,1,0,0,0.52479,0.00687,1,1,0,0,0.03704
2020-06-18,1,1,1,1,1,0,0.0214,0.01047,0,0,0,0,0,0.53468,0.00617,0,1,0,0,-0.17363
2020-06-19,1,1,1,1,1,0,0.01997,0.01062,0,0,0,0,0,0.47158,0.00613,0,1,0,0,-0.14435
2020-06-22,1,1,1,1,1,1,0.02685,0.01106,0,0,0,0,0,0.77452,0.00642,1,1,0,0,0.10327
2020-06-23,1,1,1,1,1,0,0.02325,0.01136,0,0,0,0,1,0.64552,0.00612,0,1,0,1,-0.22547
2020-06-24,1,1,1,1,1,0,0.01949,0.01142,0,0,0,0,1,0.48745,0.00596,1,0,0,0,0.17769
2020-06-25,1,1,1,1,0,0,0.01643,0.0113,0,0,0,0,1,0.31374,0.00594,0,0,0,0,-0.20537
2020-06-26,1,1,1,1,1,0,0.01696,0.01118,0,0,0,0,1,0.38092,0.00589,0,0,0,1,-0.1879
2020-06-29,1,1,1,1,1,1,0.02516,0.01146,1,0,0,0,1,1.05706,0.00635,1,0,0,0,0.01324
2020-06-30,1,1,1,1,1,0,0.0232,0.0117,0,0,0,0,1,0.85581,0.00647,1,0,0,0,0.0956
2020-07-01,1,1,1,1,1,1,0.0281,0.01212,1,0,1,0,1,1.10083,0.00642,1,1,0,1,0.10666
2020-07-02,1,1,1,1,1,0,0.0248,0.0124,0,0,0,0,1,0.82217,0.00593,0,1,0,0,-0.00494
2020-07-03,1,1,1,1,1,0,0.02039,0.01242,0,0,0,0,1,0.52935,0.00559,0,0,0,0,-0.06256
